"id";"loan_amnt";"funded_amnt";"term";"int_rate";"installment";"grade";"emp_title";"emp_length";"home_ownership";"annual_inc";"verification_status";"issue_d";"loan_status";"desc";"title";"zip_code";"addr_state";"dti";"delinq_2yrs";"earliest_cr_line";"fico_range_low";"fico_range_high";"inq_last_6mths";"mths_since_last_delinq";"mths_since_last_record";"open_acc";"pub_rec";"revol_bal";"revol_util";"total_acc";"initial_list_status";"out_prncp";"out_prncp_inv";"total_pymnt";"total_pymnt_inv";"total_rec_prncp";"total_rec_int";"total_rec_late_fee";"recoveries";"collection_recovery_fee";"last_pymnt_d";"last_pymnt_amnt";"next_pymnt_d";"last_credit_pull_d";"last_fico_range_high";"last_fico_range_low";"collections_12_mths_ex_med";"mths_since_last_major_derog";"policy_code";"application_type";"annual_inc_joint";"dti_joint";"verification_status_joint";"acc_now_delinq";"tot_coll_amt";"tot_cur_bal";"open_acc_6m";"open_act_il";"open_il_12m";"open_il_24m";"mths_since_rcnt_il";"total_bal_il"
128;3200;3200;" 36 months";7.96;100.22;"A";"Lineman";"1 year";"RENT";42000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"147xx";"NY";6.94;0;"14-Aug";715;719;1;0;"";8;0;1909;31.3;8;"w";2301.67;2301.67;1106.14;1106.14;898.33;207.81;0;0;0;"19-Mar";100.22;"19-Apr";"19-Mar";744;740;0;"";1;"Individual";"";"";"";0;0;14533;1;5;0;2;19;12624
129;35000;35000;" 36 months";16.01;1230.67;"C";"President & Founder";"3 years";"RENT";200000;"Source Verified";"18-Mar";"Fully Paid";"";"Credit card refinancing";"895xx";"NV";16.32;0;"6-Sep";670;674;0;0;"";13;0;58911;119.3;29;"w";0.0;0.0;39300.92289;39300.92;35000.0;4300.92;0;0;0;"19-Feb";16249.93;"";"19-Mar";719;715;0;"";1;"Individual";"";"";"";0;0;110655;0;6;1;1;9;28177
130;9000;9000;" 36 months";5.31;271.0;"A";"Pharmacy Analyst";"2 years";"MORTGAGE";79000;"Not Verified";"18-Mar";"Current";"";"Home improvement";"531xx";"WI";25.85;0;"6-Jan";760;764;0;0;"";17;0;7731;23.1;28;"w";6400.06;6400.06;2975.69;2975.69;2599.94;375.75;0;0;0;"19-Feb";271.0;"19-Apr";"19-Mar";774;770;0;"";1;"Individual";"";"";"";0;0;280719;0;9;1;2;11;81761
131;11000;11000;" 36 months";10.9;359.61;"B";"DBA";"10+ years";"RENT";65000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"799xx";"TX";2.82;0;"15-Jan";690;694;1;0;"";14;0;6128;23.6;15;"w";8010.03;8010.03;3942.39;3942.39;2989.97;952.42;0;0;0;"19-Feb";359.61;"19-Apr";"19-Mar";729;725;0;"";1;"Individual";"";"";"";0;0;6128;4;0;0;0;0;0
132;27600;27600;" 36 months";15.04;957.31;"C";"Senior Corporate Paralegal ";"3 years";"MORTGAGE";120000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"200xx";"DC";9.41;1;"1-Oct";700;704;0;20;"";12;0;34678;81.6;43;"w";19735.83;19735.83;11280.18;11280.18;7864.17;3416.01;0;0;0;"19-Mar";957.31;"19-Apr";"19-Mar";714;710;0;"";1;"Individual";"";"";"";0;0;362071;2;6;1;1;11;11361
133;10000;10000;" 36 months";7.96;313.18;"A";"Physician Assistant ";"2 years";"RENT";85000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"606xx";"IL";7.67;0;"4-Nov";710;714;0;0;"";12;0;11580;43.2;19;"w";6940.08;6940.08;3686.14;3686.14;3059.92;626.22;0;0;0;"19-Feb";363.18;"19-Apr";"19-Mar";774;770;0;"";1;"Individual";"";"";"";0;0;150009;0;2;0;0;46;138429
134;20000;20000;" 36 months";7.96;626.36;"A";"Manager";"3 years";"MORTGAGE";100000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"762xx";"TX";34.03;0;"5-Jan";690;694;0;32;"";18;0;46162;60.7;50;"w";14385.63;14385.63;6872.27;6872.27;5614.37;1257.9;0;0;0;"19-Feb";626.36;"19-Apr";"19-Mar";694;690;0;"";1;"Individual";"";"";"";0;0;468598;0;2;1;2;11;53122
135;3500;3500;" 36 months";7.96;109.62;"A";"Vehicle Inventory";"4 years";"MORTGAGE";57000;"Source Verified";"18-Mar";"Fully Paid";"";"Home improvement";"953xx";"CA";1.26;0;"4-Oct";685;689;0;0;"100";3;1;826;25.8;9;"w";0.0;0.0;3569.12;3569.12;3500.0;69.12;0;0;0;"18-Jul";3352.98;"";"19-Mar";694;690;0;"";1;"Individual";"";"";"";0;0;237138;0;0;1;1;9;0
136;15000;15000;" 60 months";26.77;455.98;"E";"manager/sandblasting specialist";"6 years";"RENT";96000;"Verified";"18-Mar";"Current";"";"Home buying";"331xx";"FL";9.38;0;"11-May";740;744;3;0;"";7;0;5027;18.6;8;"w";13505.77;13505.77;4971.16;4971.16;1494.23;3476.93;0;0;0;"19-Feb";455.98;"19-Apr";"19-Mar";594;590;0;"";1;"Individual";"";"";"";0;0;35346;5;3;3;4;4;30319
137;12000;12000;" 60 months";12.61;270.65;"C";"Loan officer";"3 years";"MORTGAGE";156000;"Source Verified";"18-Mar";"Current";"";"Other";"300xx";"GA";9.23;0;"5-Feb";675;679;2;0;"78";17;1;4190;11.4;36;"w";6996.6;6996.6;5960.34;5960.34;5003.4;956.94;0;0;0;"19-Mar";270.65;"19-Apr";"19-Mar";699;695;0;"";1;"Individual";"";"";"";0;0;47000;2;2;4;5;4;42810
138;25000;25000;" 36 months";9.43;800.01;"B";"Technical Specialist";"< 1 year";"MORTGAGE";80000;"Verified";"18-Mar";"Fully Paid";"";"Debt consolidation";"175xx";"PA";17.84;0;"6-Mar";680;684;2;0;"88";24;1;33818;43.5;37;"w";0.0;0.0;25855.11982;25855.12;25000.0;855.12;0;0;0;"18-Aug";23481.28;"";"19-Mar";694;690;0;"";1;"Individual";"";"";"";0;0;233184;1;1;0;1;13;16718
139;3025;3025;" 36 months";18.45;110.05;"D";"Occupational Therapist Ast.";"2 years";"RENT";68000;"Not Verified";"18-Mar";"Current";"";"Medical expenses";"317xx";"GA";16.24;0;"Jun-99";670;674;2;63;"64";18;1;3951;15.9;42;"f";2269.76;2269.76;1217.11;1217.11;755.24;461.87;0;0;0;"19-Mar";110.05;"19-Apr";"19-Mar";669;665;0;"63";1;"Individual";"";"";"";0;4923;77334;1;9;1;1;7;73383
140;2000;2000;" 36 months";6.71;61.49;"A";"Stylist";"1 year";"OWN";30000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"550xx";"MN";0.08;0;"13-Jun";705;709;0;0;"";11;0;2;0.0;20;"w";1430.89;1430.89;674.9;674.9;569.11;105.79;0;0;0;"19-Feb";61.49;"19-Apr";"19-Mar";754;750;0;"";1;"Individual";"";"";"";0;3336;2;1;0;0;0;26;0
141;6300;6300;" 36 months";7.34;195.51;"A";"Communications Manager";"5 years";"RENT";81000;"Not Verified";"18-Mar";"Current";"";"Other";"946xx";"CA";9.67;0;"Oct-98";705;709;1;0;"";3;0;26030;65.1;12;"w";4324.48;4324.48;2340.47;2340.47;1975.52;364.95;0;0;0;"19-Feb";390.51;"19-Apr";"19-Mar";689;685;0;"";1;"Individual";"";"";"";0;0;26030;0;0;0;0;35;0
142;2650;2650;" 36 months";15.04;91.92;"C";"Lead Trainer";"10+ years";"OWN";26000;"Source Verified";"18-Mar";"Current";"";"Other";"774xx";"TX";31.26;0;"Jul-98";695;699;0;34;"";8;0;2819;31.7;36;"f";1962.2;1962.2;1006.69;1006.69;687.8;318.89;0;0;0;"19-Feb";91.92;"19-Apr";"19-Mar";709;705;0;"";1;"Individual";"";"";"";0;388;29164;0;2;1;4;7;26345
143;20000;20000;" 36 months";6.71;614.9;"A";"Administrative staff";"3 years";"MORTGAGE";50000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"618xx";"IL";5.63;1;"Apr-00";705;709;0;9;"";9;0;12266;16.0;14;"w";14308.93;14308.93;6748.99;6748.99;5691.07;1057.92;0;0;0;"19-Feb";614.9;"19-Apr";"19-Mar";704;700;0;"";1;"Individual";"";"";"";0;0;12266;1;0;0;0;172;0
144;7000;7000;" 36 months";17.47;251.21;"D";"CCMA";"10+ years";"RENT";34000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"295xx";"SC";32.69;0;"May-99";660;664;0;62;"";13;0;9633;39.3;17;"w";5232.92;5232.92;2773.5;2773.5;1767.08;1006.42;0;0;0;"19-Mar";251.21;"19-Apr";"19-Mar";659;655;0;"74";1;"Individual";"";"";"";0;752;19325;0;1;0;1;13;9692
145;10000;10000;" 36 months";11.98;332.05;"B";"Management";"5 years";"RENT";187000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"200xx";"DC";34.91;0;"Nov-91";695;699;0;0;"";22;0;94493;79.9;34;"w";7314.21;7314.21;3639.24;3639.24;2685.79;953.45;0;0;0;"19-Feb";332.05;"19-Apr";"19-Mar";694;690;0;"";1;"Individual";"";"";"";0;0;212441;0;6;1;1;7;117948
146;15000;15000;" 36 months";9.92;483.45;"B";"hotel coordinator";"10+ years";"RENT";63000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"331xx";"FL";19.09;0;"Jun-00";660;664;0;35;"";8;0;8599;55.8;19;"w";10878.5;10878.5;5301.42;5301.42;4121.5;1179.92;0;0;0;"19-Feb";483.45;"19-Apr";"19-Mar";699;695;0;"35";1;"Individual";"";"";"";0;3283;25740;0;2;0;2;14;17141
147;35000;35000;" 60 months";13.58;806.79;"C";"Coordinator  Cross Regional Infastructur";"2 years";"MORTGAGE";152000;"Source Verified";"18-Mar";"Current";"";"Home improvement";"605xx";"IL";17.19;0;"7-Aug";730;734;3;0;"108";23;1;2522;6.5;34;"w";30217.72;30217.72;8925.01;8925.01;4782.28;4142.73;0;0;0;"19-Mar";806.79;"19-Apr";"19-Mar";689;685;0;"";1;"Joint App";"152000";"18.62";"Not Verified";0;0;148950;3;11;3;6;2;146428
148;3600;3600;" 36 months";9.43;115.21;"B";"eBay sales person";"2 years";"MORTGAGE";30000;"Not Verified";"18-Mar";"Current";"";"Business";"334xx";"FL";34.52;0;"4-Jul";775;779;3;0;"";8;0;1817;7.3;15;"w";2605.41;2605.41;1263.54;1263.54;994.59;268.95;0;0;0;"19-Feb";115.21;"19-Apr";"19-Mar";719;715;0;"";1;"Individual";"";"";"";0;0;19044;2;3;2;3;5;17227
149;12000;12000;" 36 months";10.41;389.53;"B";"Licensed lending officer";"1 year";"RENT";100000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"750xx";"TX";9.08;0;"8-Nov";685;689;0;54;"";5;0;12534;71.6;6;"w";8720.48;8720.48;4270.95;4270.95;3279.52;991.43;0;0;0;"19-Feb";389.53;"19-Apr";"19-Mar";709;705;0;"";1;"Individual";"";"";"";0;0;44610;0;1;0;0;29;32076
150;5000;5000;" 36 months";6.71;153.73;"A";"E-Commerce Merchandise Manager";"2 years";"RENT";60000;"Source Verified";"18-Mar";"Current";"";"Credit card refinancing";"917xx";"CA";11.54;0;"7-Oct";720;724;1;0;"";6;0;9689;45.7;11;"w";987.01;987.01;4134.49;4134.49;4012.99;121.5;0;0;0;"19-Mar";153.73;"19-Apr";"19-Mar";764;760;0;"";1;"Individual";"";"";"";0;0;14472;0;1;0;1;21;4783
151;20000;20000;" 36 months";10.41;649.21;"B";"System analyst ";"1 year";"RENT";100000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"060xx";"CT";4.47;0;"15-Jan";690;694;0;0;"";4;0;11645;51.8;4;"w";14431.58;14431.58;7218.18;7218.18;5568.42;1649.76;0;0;0;"19-Feb";649.21;"19-Apr";"19-Mar";734;730;0;"";1;"Individual";"";"";"";0;0;11645;0;0;0;0;0;0
152;12000;12000;" 60 months";13.58;276.62;"C";"Foreman ";"6 years";"RENT";100000;"Not Verified";"18-Mar";"Current";"";"Major purchase";"472xx";"IN";6.47;0;"5-Oct";670;674;1;0;"35";9;1;1593;17.5;37;"w";10360.29;10360.29;3024.71;3024.71;1639.71;1385.0;0;0;0;"19-Feb";276.62;"19-Apr";"19-Mar";659;655;0;"";1;"Individual";"";"";"";0;0;26849;1;1;2;2;7;25256
153;4800;4800;" 36 months";16.01;168.78;"C";"Patient Care Technician ";"10+ years";"RENT";40000;"Source Verified";"18-Mar";"Current";"";"Other";"672xx";"KS";31.02;0;"6-Jul";695;699;0;0;"";19;0;24070;79.7;29;"f";3567.84;3567.84;1848.04;1848.04;1232.16;615.88;0;0;0;"19-Feb";168.78;"19-Apr";"19-Mar";639;635;0;"";1;"Individual";"";"";"";0;0;45983;0;7;2;4;7;21913
154;2500;2500;" 36 months";16.01;87.91;"C";"Bookkeeper";"< 1 year";"MORTGAGE";39700;"Not Verified";"18-Mar";"Current";"";"Other";"891xx";"NV";16.72;7;"6-Jan";665;669;0;23;"";19;0;10252;43.6;35;"f";1858.21;1858.21;962.56;962.56;641.79;320.77;0;0;0;"19-Feb";87.91;"19-Apr";"19-Mar";699;695;0;"23";1;"Individual";"";"";"";0;0;31569;1;7;0;0;43;21317
155;9000;9000;" 36 months";5.31;271.0;"A";"Managing Editor";"7 years";"RENT";112000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"328xx";"FL";7.08;0;"Oct-94";780;784;0;0;"";5;0;9051;10.9;18;"f";3700.0;3700.0;5634.51;5634.51;5300.0;334.51;0;0;0;"19-Mar";519.08;"19-Apr";"19-Mar";799;795;0;"";1;"Individual";"";"";"";0;0;14551;0;1;0;1;22;5500
156;15000;15000;" 60 months";18.45;384.59;"D";"Mri Technologist";"2 years";"MORTGAGE";66000;"Verified";"18-Mar";"Current";"";"Other";"483xx";"MI";24.58;0;"10-Oct";675;679;0;0;"73";8;4;2017;43.8;10;"w";13169.99;13169.99;4199.74;4199.74;1830.01;2369.73;0;0;0;"19-Mar";384.59;"19-Apr";"19-Mar";559;555;0;"";1;"Individual";"";"";"";0;1134;297018;0;3;1;3;7;48146
157;24000;24000;" 60 months";11.98;533.63;"B";"Managing Director";"2 years";"MORTGAGE";250000;"Not Verified";"18-Mar";"Current";"";"Home improvement";"303xx";"GA";6.02;2;"4-Nov";725;729;0;13;"";7;0;5101;36.4;20;"w";20599.29;20599.29;5837.98;5837.98;3400.71;2437.27;0;0;0;"19-Feb";533.63;"19-Apr";"19-Feb";699;695;0;"";1;"Individual";"";"";"";0;0;335087;0;3;1;1;7;28612
158;15000;15000;" 36 months";11.98;498.08;"B";"Pipefitter/ welder";"6 years";"RENT";177000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"775xx";"TX";14.96;0;"7-Feb";680;684;0;70;"";11;0;10188;68.4;24;"w";10971.26;10971.26;5458.91;5458.91;4028.74;1430.17;0;0;0;"19-Feb";498.08;"19-Apr";"19-Mar";604;600;0;"";1;"Individual";"";"";"";0;208;94174;2;5;2;7;6;83986
159;14400;14400;" 36 months";20.39;538.03;"D";"Technician";"4 years";"RENT";62400;"Verified";"18-Mar";"Charged Off";"";"Car financing";"075xx";"NJ";34.17;0;"7-Jan";705;709;0;0;"";9;0;22969;78.9;16;"w";0.0;0.0;2657.53;2657.53;1517.45;1140.08;0;0;0;"18-Sep";538.03;"";"19-Feb";529;525;0;"";1;"Individual";"";"";"";0;0;49495;0;2;0;1;21;26526
160;16000;16000;" 36 months";6.07;487.26;"A";"LPN";"4 years";"RENT";54000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"588xx";"ND";6.47;0;"6-Jan";760;764;1;0;"";15;0;11713;13.8;23;"w";10828.55;10828.55;5976.47;5976.47;5171.45;805.02;0;0;0;"19-Mar";500.0;"19-Apr";"19-Mar";774;770;0;"";1;"Individual";"";"";"";0;0;11713;0;0;0;0;25;0
161;12000;12000;" 60 months";14.07;279.66;"C";"Electronic Technician";"10+ years";"RENT";60000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"551xx";"MN";17.74;0;"May-97";700;704;0;54;"";9;0;37925;53.5;18;"w";10378.6;10378.6;3057.5;3057.5;1621.4;1436.1;0;0;0;"19-Mar";279.66;"19-Apr";"19-Mar";744;740;0;"65";1;"Individual";"";"";"";0;0;53390;1;3;1;2;2;15465
162;15000;15000;" 36 months";11.98;498.08;"B";"Assistant Office Manager";"3 years";"RENT";30000;"Not Verified";"18-Mar";"Charged Off";"";"Debt consolidation";"852xx";"AZ";5.68;0;"12-Sep";700;704;0;0;"";6;0;8511;35.9;9;"w";0.0;0.0;2968.51;2968.51;2142.84;825.67;0;0;0;"18-Oct";498.08;"";"19-Mar";499;0;0;"";1;"Individual";"";"";"";0;0;8511;0;0;0;0;0;0
163;27000;27000;" 36 months";19.42;995.46;"D";"Tractor trailer driver";"10+ years";"MORTGAGE";140000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"060xx";"CT";19.97;1;"1-Mar";670;674;1;10;"";21;0;17926;58.6;29;"w";20348.24;20348.24;10891.8;10891.8;6651.76;4240.04;0;0;0;"19-Mar";995.46;"19-Apr";"19-Mar";709;705;0;"";1;"Individual";"";"";"";0;0;248712;1;6;1;1;5;67881
164;1000;1000;" 36 months";23.87;39.17;"E";"Front Desk";"3 years";"RENT";50000;"Source Verified";"18-Mar";"Fully Paid";"";"Debt consolidation";"330xx";"FL";3.89;0;"7-Sep";680;684;0;0;"";2;0;5993;109.0;4;"f";0.0;0.0;1149.06686;1149.07;1000.0;149.07;0;0;0;"19-Jan";738.36;"";"19-Jan";679;675;0;"";1;"Individual";"";"";"";0;0;5993;0;0;0;0;126;0
165;25000;25000;" 60 months";15.04;595.28;"C";"Manager Route Logistics";"10+ years";"MORTGAGE";89000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"071xx";"NJ";12.35;0;"6-Mar";695;699;2;51;"";9;0;14163;65.0;16;"w";21696.73;21696.73;6525.48;6525.48;3303.27;3222.21;0;0;0;"19-Mar";595.28;"19-Apr";"19-Mar";684;680;0;"51";1;"Individual";"";"";"";0;0;205652;7;0;0;0;56;8843
166;7000;7000;" 36 months";18.45;254.65;"D";"Administration";"4 years";"RENT";52000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"235xx";"VA";24.81;0;"3-Aug";690;694;0;0;"";15;0;9615;62.8;19;"f";5259.67;5259.67;2831.8;2831.8;1740.33;1046.47;45;0;0;"19-Mar";269.65;"19-Apr";"19-Mar";589;585;0;"";1;"Individual";"";"";"";0;0;72665;1;9;1;3;4;63050
167;8000;8000;" 36 months";10.9;261.54;"B";"";"";"MORTGAGE";27000;"Verified";"18-Mar";"Current";"";"Home improvement";"451xx";"OH";23.64;0;"5-Jun";720;724;0;0;"";9;0;43836;91.7;10;"w";5825.42;5825.42;2867.25;2867.25;2174.58;692.67;0;0;0;"19-Feb";261.54;"19-Apr";"19-Mar";719;715;0;"";1;"Individual";"";"";"";0;0;43836;0;0;0;0;0;0
168;23000;23000;" 36 months";7.34;713.76;"A";"Supervisor";"< 1 year";"MORTGAGE";75000;"Not Verified";"18-Mar";"Fully Paid";"";"Credit card refinancing";"386xx";"MS";18.65;0;"5-Mar";725;729;0;0;"";13;0;22828;41.1;36;"w";0.0;0.0;24085.64459;24085.64;23000.0;1085.64;0;0;0;"19-Feb";466.8;"";"19-Feb";799;795;0;"";1;"Individual";"";"";"";0;0;110063;3;2;1;1;2;16807
169;10000;10000;" 36 months";10.41;324.61;"B";"Supervisor ";"10+ years";"MORTGAGE";61000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"672xx";"KS";24.97;0;"5-Feb";705;709;0;0;"";8;0;20508;67.7;16;"w";7267.05;7267.05;3559.14;3559.14;2732.95;826.19;0;0;0;"19-Feb";324.61;"19-Apr";"19-Mar";704;700;0;"";1;"Individual";"";"";"";0;0;169554;1;2;0;1;24;20086
170;16000;16000;" 36 months";7.96;501.09;"A";"practice manager";"10+ years";"MORTGAGE";60000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"465xx";"IN";22.63;0;"9-Nov";730;734;0;0;"";14;0;8589;31.9;17;"w";11508.48;11508.48;5497.84;5497.84;4491.52;1006.32;0;0;0;"19-Feb";501.09;"19-Apr";"19-Mar";714;710;0;"";1;"Individual";"";"";"";0;0;28814;3;6;2;6;5;20225
171;6000;6000;" 36 months";7.34;186.2;"A";"Technical";"10+ years";"OWN";180000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"430xx";"OH";12.66;0;"2-Jul";735;739;0;81;"";11;0;11690;41.6;26;"f";4304.27;4304.27;2043.31;2043.31;1695.73;347.58;0;0;0;"19-Feb";186.2;"19-Apr";"19-Mar";739;735;0;"";1;"Individual";"";"";"";0;0;98868;2;4;2;4;1;87178
172;5000;5000;" 36 months";26.77;203.51;"E";"Range Safety Officer";"1 year";"RENT";20000;"Verified";"18-Mar";"Current";"";"Moving and relocation";"850xx";"AZ";10.62;0;"14-Feb";675;679;0;0;"";3;0;6495;84.4;3;"f";3867.61;3867.61;2223.74;2223.74;1132.39;1091.35;0;0;0;"19-Feb";203.51;"19-Apr";"19-Mar";594;590;0;"";1;"Individual";"";"";"";0;0;6495;1;0;0;0;0;0
173;16000;16000;" 60 months";9.43;335.49;"B";"Plumber";"< 1 year";"MORTGAGE";50000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"370xx";"TN";25.61;0;"5-Nov";800;804;0;0;"";6;0;3530;22.5;10;"w";13599.85;13599.85;3673.63;3673.63;2400.15;1273.48;0;0;0;"19-Feb";335.49;"19-Apr";"19-Mar";804;800;0;"";1;"Joint App";"95000";"19.39";"Not Verified";0;0;155168;0;2;0;0;32;41052
174;5000;5000;" 36 months";19.42;184.35;"D";"sales";"10+ years";"RENT";30000;"Source Verified";"18-Mar";"Current";"";"Credit card refinancing";"958xx";"CA";24.46;0;"13-Apr";665;669;1;0;"";9;0;23449;74.7;11;"w";3765.55;3765.55;2017.06;2017.06;1234.45;782.61;0;0;0;"19-Mar";184.35;"19-Apr";"19-Mar";634;630;0;"";1;"Individual";"";"";"";0;0;23449;1;0;0;0;0;0
175;24000;24000;" 36 months";5.31;722.65;"A";"Senior Business Intelligence Analyst";"< 1 year";"RENT";125000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"088xx";"NJ";19.69;0;"6-Mar";765;769;0;0;"";17;0;21289;22.7;30;"w";17067.01;17067.01;7934.99;7934.99;6932.99;1002.0;0;0;0;"19-Feb";722.65;"19-Apr";"19-Mar";759;755;0;"";1;"Individual";"";"";"";0;0;119695;1;11;0;0;33;95609
176;30000;30000;" 36 months";9.43;960.01;"B";"letter carrier";"10+ years";"MORTGAGE";92964;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"322xx";"FL";18.24;0;"4-Mar";715;719;0;0;"";10;0;26618;72.7;13;"w";21712.61;21712.61;10528.68;10528.68;8287.39;2241.29;0;0;0;"19-Feb";960.01;"19-Apr";"19-Mar";719;715;0;"";1;"Individual";"";"";"";0;0;80598;0;1;0;0;26;6886
177;7800;7800;" 36 months";14.07;266.86;"C";"shipping";"8 years";"MORTGAGE";40000;"Not Verified";"18-Mar";"Fully Paid";"";"Debt consolidation";"564xx";"MN";28.74;0;"11-Nov";755;759;0;0;"";7;0;1021;16.5;24;"f";0.0;0.0;7803.96705;7803.97;7800.0;3.97;0;0;0;"18-Apr";7816.16;"";"18-Jul";754;750;0;"";1;"Individual";"";"";"";0;0;186036;2;4;3;6;3;22553
178;6000;6000;" 36 months";7.96;187.91;"A";"patient care associate";"8 years";"RENT";38000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"064xx";"CT";19.84;0;"6-Jul";715;719;0;0;"91";19;1;4840;10.5;26;"w";4315.66;4315.66;2061.7;2061.7;1684.34;377.36;0;0;0;"19-Feb";187.91;"19-Apr";"19-Mar";704;700;0;"";1;"Individual";"";"";"";0;0;13996;0;1;1;2;7;9156
179;12000;12000;" 60 months";15.04;285.74;"C";"Maintenance Carpenter";"5 years";"RENT";38000;"Verified";"18-Mar";"Current";"";"Other";"539xx";"WI";21.83;0;"Dec-95";680;684;1;0;"";8;0;6445;39.1;10;"w";10414.37;10414.37;3123.09;3123.09;1585.63;1537.46;0;0;0;"19-Mar";285.74;"19-Apr";"19-Mar";739;735;0;"";1;"Individual";"";"";"";0;739;21607;0;2;0;1;20;15162
180;10000;10000;" 36 months";16.01;351.62;"C";"Manager";"5 years";"RENT";15500;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"762xx";"TX";20.22;0;"8-Jul";700;704;0;0;"";2;0;11328;85.2;4;"f";0.0;0.0;11239.35986;11239.36;10000.0;1239.36;0;0;0;"19-Feb";7290.95;"19-Apr";"19-Mar";709;705;0;"";1;"Joint App";"76500";"32.14";"Source Verified";0;0;11328;0;0;0;0;116;0
181;5000;5000;" 36 months";20.39;186.82;"D";"Infants Teacher";"4 years";"RENT";19500;"Verified";"18-Mar";"Current";"";"Other";"184xx";"PA";7.69;0;"7-Jul";690;694;1;0;"";7;0;4414;58.1;14;"f";3779.31;3779.31;2043.69;2043.69;1220.69;823.0;0;0;0;"19-Feb";186.82;"19-Apr";"19-Mar";579;575;0;"";1;"Joint App";"79500";"8.24";"Verified";0;0;29821;0;4;0;0;109;25407
182;5000;5000;" 36 months";6.71;153.73;"A";"";"";"MORTGAGE";98000;"Not Verified";"18-Mar";"Current";"";"Home improvement";"601xx";"IL";16.51;0;"Oct-93";735;739;0;0;"";9;0;11209;35.0;30;"w";3577.18;3577.18;1687.3;1687.3;1422.82;264.48;0;0;0;"19-Feb";153.73;"19-Apr";"19-Mar";779;775;0;"";1;"Individual";"";"";"";0;0;252936;0;2;1;1;7;32694
183;10000;10000;" 36 months";18.45;363.79;"D";"Engineering Technician";"6 years";"RENT";100000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"951xx";"CA";14.89;0;"11-Dec";675;679;0;0;"";13;0;11625;50.3;16;"f";7503.5;7503.5;3981.19;3981.19;2496.5;1484.69;0;0;0;"19-Feb";363.79;"19-Apr";"19-Mar";679;675;0;"";1;"Individual";"";"";"";0;0;21943;2;2;0;1;13;10318
184;14000;14000;" 36 months";15.04;485.59;"C";"Accounting assistant";"2 years";"RENT";31000;"Not Verified";"18-Mar";"Charged Off";"";"Debt consolidation";"891xx";"NV";15.64;0;"8-Feb";685;689;0;0;"";8;0;12319;75.6;17;"f";0.0;0.0;2404.55;2404.55;1589.98;814.57;0;0;0;"18-Sep";485.59;"";"19-Mar";529;525;0;"";1;"Individual";"";"";"";0;0;34218;0;1;0;1;15;21899
185;15000;15000;" 60 months";20.39;400.68;"D";"Sr culinary manager";"10+ years";"MORTGAGE";79500;"Source Verified";"18-Mar";"Charged Off";"";"Debt consolidation";"206xx";"MD";16.05;2;"Dec-00";680;684;0;12;"";14;0;6704;52.4;37;"w";0.0;0.0;1969.42;1969.42;754.22;1215.2;0;0;0;"18-Sep";400.68;"";"19-Mar";614;610;0;"33";1;"Individual";"";"";"";0;0;356034;2;4;1;5;5;39779
186;30625;30625;" 60 months";16.01;744.91;"C";"Pharmacy Technician";"2 years";"RENT";25000;"Verified";"18-Mar";"Fully Paid";"";"Debt consolidation";"068xx";"CT";1.05;0;"Feb-95";800;804;0;0;"";3;0;727;3.6;14;"w";0.0;0.0;30642.70398;30642.7;30625.0;17.7;0;0;0;"18-Apr";30697.18;"";"18-Apr";804;800;0;"";1;"Individual";"";"";"";0;0;727;0;0;0;0;125;0
